_tas_id,date,_date_dt,stat,boat_brand,fleet_type,boat_name,qc,qc_id,qc_status,qc_atc_time,task,Riggers,Riggers_id,Riggers_status,Riggers_atc_time,Shipwright,Shipwright_id,Shipwright_status,Shipwright_atc_time,Cleaner above deck,Cleaner above deck_id,Cleaner above deck_status,Cleaner above deck_atc_time,Cleaner below deck,Cleaner below deck_id,Cleaner below deck_status,Cleaner below deck_atc_time,Safety Equipment,Safety Equipment_id,Safety Equipment_status,Safety Equipment_atc_time,Technician,Technician_id,Technician_status,Technician_atc_time
69184,2026-03-28,2026-03-29T00:00:00+00:00,QTA,Moorings,,[Sea Wing](/app/fleet/4273),0,742852,0,2026-03-16T00:33:56.006539+00:00,[#742852](/app/tasks/742852),0,742858,0,2026-03-16T00:33:56.335906+00:00,0,742853,0,2026-03-16T00:33:56.047389+00:00,0,742856,0,2026-03-16T00:33:56.284150+00:00,0,742857,0,2026-03-16T00:33:56.302354+00:00,0,742854,0,2026-03-16T00:33:56.118190+00:00,0,742855,0,2026-03-16T00:33:56.192696+00:00
69185,2026-03-28,2026-03-29T00:00:00+00:00,QTA,Moorings,,[SELAH](/app/fleet/2512),0,742859,0,2026-03-16T00:33:57.709749+00:00,[#742859](/app/tasks/742859),0,742865,0,2026-03-16T00:33:58.039904+00:00,0,742860,0,2026-03-16T00:33:57.790778+00:00,0,742863,0,2026-03-16T00:33:57.980910+00:00,0,742864,0,2026-03-16T00:33:58.004824+00:00,0,742861,0,2026-03-16T00:33:57.842444+00:00,0,742862,0,2026-03-16T00:33:57.900228+00:00
69229,2026-03-28,2026-03-29T00:00:00+00:00,1-N,Sunsail,,[CATAMAR](/app/fleet/3227),0,743535,0,2026-03-17T00:32:01.651353+00:00,[#743535](/app/tasks/743535),0,743541,0,2026-03-17T00:32:01.922424+00:00,0,743536,0,2026-03-17T00:32:01.724790+00:00,0,743539,0,2026-03-17T00:32:01.843354+00:00,0,743540,0,2026-03-17T00:32:01.859542+00:00,0,743537,0,2026-03-17T00:32:01.750651+00:00,0,743538,0,2026-03-17T00:32:01.816780+00:00
69231,2026-03-28,2026-03-29T00:00:00+00:00,1-N,Moorings,,[GRAYTFUL](/app/fleet/1993),0,743549,0,2026-03-17T00:32:15.303655+00:00,[#743549](/app/tasks/743549),0,743555,0,2026-03-17T00:32:15.518417+00:00,0,743550,0,2026-03-17T00:32:15.328066+00:00,0,743553,0,2026-03-17T00:32:15.444446+00:00,0,743554,0,2026-03-17T00:32:15.460068+00:00,0,743551,0,2026-03-17T00:32:15.354314+00:00,0,743552,0,2026-03-17T00:32:15.417455+00:00
69239,2026-03-28,2026-03-29T00:00:00+00:00,1-N,Moorings,,[THE SALTY BALLERS](/app/fleet/2000),0,743605,0,2026-03-17T00:33:04.243117+00:00,[#743605](/app/tasks/743605),0,743611,0,2026-03-17T00:33:04.452746+00:00,0,743606,0,2026-03-17T00:33:04.265595+00:00,0,743609,0,2026-03-17T00:33:04.417317+00:00,0,743610,0,2026-03-17T00:33:04.432915+00:00,0,743607,0,2026-03-17T00:33:04.326508+00:00,0,743608,0,2026-03-17T00:33:04.342957+00:00
69254,2026-03-28,2026-03-29T00:00:00+00:00,2,Moorings,,[BELLA](/app/fleet/2524),0,743851,0,2026-03-18T00:32:02.966370+00:00,[#743851](/app/tasks/743851),0,743857,0,2026-03-18T00:32:03.342695+00:00,0,743852,0,2026-03-18T00:32:03.045117+00:00,0,743855,0,2026-03-18T00:32:03.248479+00:00,0,743856,0,2026-03-18T00:32:03.312204+00:00,0,743853,0,2026-03-18T00:32:03.135790+00:00,0,743854,0,2026-03-18T00:32:03.213064+00:00
69268,2026-03-28,2026-03-29T00:00:00+00:00,3,Moorings,,[4 EVER SUMMER III](/app/fleet/3781),0,744373,0,2026-03-19T00:31:58.732954+00:00,[#744373](/app/tasks/744373),0,744379,0,2026-03-19T00:31:59.096641+00:00,0,744374,0,2026-03-19T00:31:58.811745+00:00,0,744377,0,2026-03-19T00:31:59.002255+00:00,0,744378,0,2026-03-19T00:31:59.025191+00:00,0,744375,0,2026-03-19T00:31:58.891942+00:00,0,744376,0,2026-03-19T00:31:58.923856+00:00
69279,2026-03-28,2026-03-29T00:00:00+00:00,3,Moorings,,[SY HABIBI](/app/fleet/2508),0,744450,0,2026-03-19T00:33:23.505239+00:00,[#744450](/app/tasks/744450),0,744456,0,2026-03-19T00:33:23.785118+00:00,0,744451,0,2026-03-19T00:33:23.529717+00:00,0,744454,0,2026-03-19T00:33:23.688782+00:00,0,744455,0,2026-03-19T00:33:23.709045+00:00,0,744452,0,2026-03-19T00:33:23.600874+00:00,0,744453,0,2026-03-19T00:33:23.617342+00:00
69562,2026-03-28,2026-03-29T00:00:00+00:00,4,Moorings,,[SPLASH LANDING](/app/fleet/3155),0,748459,0,2026-03-25T16:33:17.586234+00:00,[#748459](/app/tasks/748459),0,748465,0,2026-03-25T16:33:17.917752+00:00,0,748460,0,2026-03-25T16:33:17.622140+00:00,0,748463,0,2026-03-25T16:33:17.829996+00:00,0,748464,0,2026-03-25T16:33:17.891622+00:00,0,748461,0,2026-03-25T16:33:17.707485+00:00,0,748462,0,2026-03-25T16:33:17.794987+00:00
69304,2026-03-28,2026-03-29T00:00:00+00:00,4,Moorings,,[SV RESTLESS](/app/fleet/2515),0,744768,0,2026-03-20T00:33:35.190340+00:00,[#744768](/app/tasks/744768),0,744774,0,2026-03-20T00:33:35.572375+00:00,0,744769,0,2026-03-20T00:33:35.225328+00:00,0,744772,0,2026-03-20T00:33:35.503501+00:00,0,744773,0,2026-03-20T00:33:35.526848+00:00,0,744770,0,2026-03-20T00:33:35.301370+00:00,0,744771,0,2026-03-20T00:33:35.401569+00:00
69332,2026-03-28,2026-03-29T00:00:00+00:00,5,Moorings,,[Anchor Management](/app/fleet/4232),0,745839,0,2026-03-21T00:31:57.612642+00:00,[#745839](/app/tasks/745839),0,745845,0,2026-03-21T00:31:57.917360+00:00,0,745840,0,2026-03-21T00:31:57.641851+00:00,0,745843,0,2026-03-21T00:31:57.828518+00:00,0,745844,0,2026-03-21T00:31:57.845181+00:00,0,745841,0,2026-03-21T00:31:57.723991+00:00,0,745842,0,2026-03-21T00:31:57.749816+00:00
69334,2026-03-28,2026-03-29T00:00:00+00:00,5,Moorings,,[INDIGO BLUE](/app/fleet/3272),0,745853,0,2026-03-21T00:32:23.454168+00:00,[#745853](/app/tasks/745853),0,745859,0,2026-03-21T00:32:23.723674+00:00,0,745854,0,2026-03-21T00:32:23.520143+00:00,0,745857,0,2026-03-21T00:32:23.641052+00:00,0,745858,0,2026-03-21T00:32:23.706208+00:00,0,745855,0,2026-03-21T00:32:23.546827+00:00,0,745856,0,2026-03-21T00:32:23.613353+00:00
69563,2026-03-28,2026-03-29T00:00:00+00:00,5,Moorings,,[MANTA](/app/fleet/3772),0,748470,0,2026-03-25T17:33:11.531153+00:00,[#748470](/app/tasks/748470),0,748476,0,2026-03-25T17:33:11.884699+00:00,0,748471,0,2026-03-25T17:33:11.595734+00:00,0,748474,0,2026-03-25T17:33:11.791194+00:00,0,748475,0,2026-03-25T17:33:11.866277+00:00,0,748472,0,2026-03-25T17:33:11.674766+00:00,0,748473,0,2026-03-25T17:33:11.757617+00:00
69408,2026-03-28,2026-03-29T00:00:00+00:00,6,Moorings,,[GLOBAL WATER II](/app/fleet/3307),0,746638,0,2026-03-22T00:34:10.592766+00:00,[#746638](/app/tasks/746638),0,746644,0,2026-03-22T00:34:10.904159+00:00,0,746639,0,2026-03-22T00:34:10.648964+00:00,0,746642,0,2026-03-22T00:34:10.845109+00:00,0,746643,0,2026-03-22T00:34:10.867788+00:00,0,746640,0,2026-03-22T00:34:10.736984+00:00,0,746641,0,2026-03-22T00:34:10.768031+00:00
69410,2026-03-28,2026-03-29T00:00:00+00:00,6,Moorings,,[HAVKATT](/app/fleet/3699),0,746652,0,2026-03-22T00:34:14.645399+00:00,[#746652](/app/tasks/746652),0,746658,0,2026-03-22T00:34:14.956403+00:00,0,746653,0,2026-03-22T00:34:14.690533+00:00,0,746656,0,2026-03-22T00:34:14.862500+00:00,0,746657,0,2026-03-22T00:34:14.934010+00:00,0,746654,0,2026-03-22T00:34:14.760182+00:00,0,746655,0,2026-03-22T00:34:14.839490+00:00
69414,2026-03-28,2026-03-29T00:00:00+00:00,6,Moorings,,[LILY PAD](/app/fleet/3306),0,746680,0,2026-03-22T00:34:27.190381+00:00,[#746680](/app/tasks/746680),0,746686,0,2026-03-22T00:34:27.538422+00:00,0,746681,0,2026-03-22T00:34:27.239830+00:00,0,746684,0,2026-03-22T00:34:27.443409+00:00,0,746685,0,2026-03-22T00:34:27.492714+00:00,0,746682,0,2026-03-22T00:34:27.307537+00:00,0,746683,0,2026-03-22T00:34:27.392118+00:00
69421,2026-03-28,2026-03-29T00:00:00+00:00,6,Moorings,,[PERFECT TIMING](/app/fleet/4345),0,746729,0,2026-03-22T00:34:46.043107+00:00,[#746729](/app/tasks/746729),0,746735,0,2026-03-22T00:34:46.346718+00:00,0,746730,0,2026-03-22T00:34:46.102991+00:00,0,746733,0,2026-03-22T00:34:46.260807+00:00,0,746734,0,2026-03-22T00:34:46.297322+00:00,0,746732,0,2026-03-22T00:34:46.174170+00:00,0,746731,0,2026-03-22T00:34:46.153556+00:00
69422,2026-03-28,2026-03-29T00:00:00+00:00,6,Moorings,,[PLANE 2 SEA](/app/fleet/3142),0,746736,0,2026-03-22T00:34:47.172291+00:00,[#746736](/app/tasks/746736),0,746742,0,2026-03-22T00:34:47.456754+00:00,0,746737,0,2026-03-22T00:34:47.242481+00:00,0,746740,0,2026-03-22T00:34:47.367963+00:00,0,746741,0,2026-03-22T00:34:47.404883+00:00,0,746738,0,2026-03-22T00:34:47.286989+00:00,0,746739,0,2026-03-22T00:34:47.349445+00:00
69423,2026-03-28,2026-03-29T00:00:00+00:00,6,Moorings,,[ROYAL-T](/app/fleet/3792),0,746743,0,2026-03-22T00:34:50.193088+00:00,[#746743](/app/tasks/746743),0,746749,0,2026-03-22T00:34:50.496268+00:00,0,746744,0,2026-03-22T00:34:50.246005+00:00,0,746747,0,2026-03-22T00:34:50.442041+00:00,0,746748,0,2026-03-22T00:34:50.459973+00:00,0,746745,0,2026-03-22T00:34:50.339110+00:00,0,746746,0,2026-03-22T00:34:50.362097+00:00
69434,2026-03-28,2026-03-29T00:00:00+00:00,6,Moorings,,[Souly Sailing](/app/fleet/4264),0,746820,0,2026-03-22T00:35:10.068134+00:00,[#746820](/app/tasks/746820),0,746826,0,2026-03-22T00:35:10.439622+00:00,0,746821,0,2026-03-22T00:35:10.138584+00:00,0,746824,0,2026-03-22T00:35:10.337139+00:00,0,746825,0,2026-03-22T00:35:10.361911+00:00,0,746822,0,2026-03-22T00:35:10.203996+00:00,0,746823,0,2026-03-22T00:35:10.287952+00:00
69438,2026-03-28,2026-03-29T00:00:00+00:00,6,Moorings,,[ZIA](/app/fleet/3338),0,746848,0,2026-03-22T00:35:28.004672+00:00,[#746848](/app/tasks/746848),0,746854,0,2026-03-22T00:35:28.362356+00:00,0,746849,0,2026-03-22T00:35:28.087012+00:00,0,746852,0,2026-03-22T00:35:28.286511+00:00,0,746853,0,2026-03-22T00:35:28.337065+00:00,0,746850,0,2026-03-22T00:35:28.145567+00:00,0,746851,0,2026-03-22T00:35:28.199551+00:00
69477,2026-03-28,2026-03-29T00:00:00+00:00,7,Moorings,,[NIKKINOO](/app/fleet/4210),0,747301,0,2026-03-23T00:33:37.301855+00:00,[#747301](/app/tasks/747301),0,747307,0,2026-03-23T00:33:37.679856+00:00,0,747302,0,2026-03-23T00:33:37.377346+00:00,0,747305,0,2026-03-23T00:33:37.581688+00:00,0,747306,0,2026-03-23T00:33:37.626978+00:00,0,747303,0,2026-03-23T00:33:37.430288+00:00,0,747304,0,2026-03-23T00:33:37.487789+00:00
69516,2026-03-28,2026-03-29T00:00:00+00:00,8,Moorings,,[GHOST RIDER](/app/fleet/2485),0,747744,0,2026-03-24T00:32:18.163268+00:00,[#747744](/app/tasks/747744),0,747750,0,2026-03-24T00:32:18.470499+00:00,0,747745,0,2026-03-24T00:32:18.214522+00:00,0,747748,0,2026-03-24T00:32:18.408300+00:00,0,747749,0,2026-03-24T00:32:18.451915+00:00,0,747747,0,2026-03-24T00:32:18.311676+00:00,0,747746,0,2026-03-24T00:32:18.262679+00:00
69520,2026-03-28,2026-03-29T00:00:00+00:00,8,Moorings,,[MAURUURU](/app/fleet/4075),0,747772,0,2026-03-24T00:32:35.429772+00:00,[#747772](/app/tasks/747772),0,747778,0,2026-03-24T00:32:35.713176+00:00,0,747773,0,2026-03-24T00:32:35.464330+00:00,0,747776,0,2026-03-24T00:32:35.646403+00:00,0,747777,0,2026-03-24T00:32:35.660773+00:00,0,747774,0,2026-03-24T00:32:35.543285+00:00,0,747775,0,2026-03-24T00:32:35.565177+00:00
69572,2026-03-28,2026-03-29T00:00:00+00:00,10,Moorings,,[All Good](/app/fleet/4187),0,748560,0,2026-03-26T00:32:13.470851+00:00,[#748560](/app/tasks/748560),0,748566,0,2026-03-26T00:32:13.762944+00:00,0,748561,0,2026-03-26T00:32:13.543729+00:00,0,748564,0,2026-03-26T00:32:13.722315+00:00,0,748565,0,2026-03-26T00:32:13.746635+00:00,0,748562,0,2026-03-26T00:32:13.619514+00:00,0,748563,0,2026-03-26T00:32:13.655316+00:00
69574,2026-03-28,2026-03-29T00:00:00+00:00,10,Moorings,,[FREDDIE B III](/app/fleet/3341),0,748574,0,2026-03-26T00:32:38.748163+00:00,[#748574](/app/tasks/748574),0,748580,0,2026-03-26T00:32:39.054057+00:00,0,748575,0,2026-03-26T00:32:38.818259+00:00,0,748578,0,2026-03-26T00:32:38.964169+00:00,0,748579,0,2026-03-26T00:32:39.025397+00:00,0,748576,0,2026-03-26T00:32:38.855430+00:00,0,748577,0,2026-03-26T00:32:38.941755+00:00
69230,2026-03-29,2026-03-30T00:00:00+00:00,QTA,Sunsail,,[FULL CIRCLE](/app/fleet/2494),0,743542,0,2026-03-17T00:32:11.747653+00:00,[#743542](/app/tasks/743542),0,743548,0,2026-03-17T00:32:12.003733+00:00,0,743543,0,2026-03-17T00:32:11.800043+00:00,0,743546,0,2026-03-17T00:32:11.923535+00:00,0,743547,0,2026-03-17T00:32:11.941997+00:00,0,743545,0,2026-03-17T00:32:11.840424+00:00,0,743544,0,2026-03-17T00:32:11.823747+00:00
69232,2026-03-29,2026-03-30T00:00:00+00:00,QTA,Sunsail,,[HELICONIA (NO OWNERS)](/app/fleet/3753),0,743556,0,2026-03-17T00:32:17.121697+00:00,[#743556](/app/tasks/743556),0,743562,0,2026-03-17T00:32:17.333606+00:00,0,743557,0,2026-03-17T00:32:17.156347+00:00,0,743560,0,2026-03-17T00:32:17.255781+00:00,0,743561,0,2026-03-17T00:32:17.318428+00:00,0,743559,0,2026-03-17T00:32:17.221648+00:00,0,743558,0,2026-03-17T00:32:17.200003+00:00
69349,2026-03-29,2026-03-30T00:00:00+00:00,QTA,Moorings,,[MUSTARD MITT!](/app/fleet/3758),0,746159,0,2026-03-21T18:32:51.172985+00:00,[#746159](/app/tasks/746159),0,746165,0,2026-03-21T18:32:51.557355+00:00,0,746160,0,2026-03-21T18:32:51.254602+00:00,0,746163,0,2026-03-21T18:32:51.457940+00:00,0,746164,0,2026-03-21T18:32:51.478485+00:00,0,746162,0,2026-03-21T18:32:51.357882+00:00,0,746161,0,2026-03-21T18:32:51.288542+00:00
69233,2026-03-29,2026-03-30T00:00:00+00:00,QTA,Sunsail,,[PARADOX](/app/fleet/2499),0,743563,0,2026-03-17T00:32:35.926812+00:00,[#743563](/app/tasks/743563),0,743569,0,2026-03-17T00:32:36.143907+00:00,0,743564,0,2026-03-17T00:32:35.950221+00:00,0,743567,0,2026-03-17T00:32:36.107064+00:00,0,743568,0,2026-03-17T00:32:36.128624+00:00,0,743565,0,2026-03-17T00:32:36.023257+00:00,0,743566,0,2026-03-17T00:32:36.041089+00:00
69235,2026-03-29,2026-03-30T00:00:00+00:00,QTA,Sunsail,,[SS HULL 925 (NO OWNERS)](/app/fleet/4347),0,743577,0,2026-03-17T00:32:56.460128+00:00,[#743577](/app/tasks/743577),0,743583,0,2026-03-17T00:32:56.815498+00:00,0,743578,0,2026-03-17T00:32:56.528484+00:00,0,743581,0,2026-03-17T00:32:56.723473+00:00,0,743582,0,2026-03-17T00:32:56.742551+00:00,0,743580,0,2026-03-17T00:32:56.623106+00:00,0,743579,0,2026-03-17T00:32:56.547761+00:00
69236,2026-03-29,2026-03-30T00:00:00+00:00,QTA,Sunsail,,[SS HULL 927 (NO OWNERS)](/app/fleet/4349),0,743584,0,2026-03-17T00:32:57.422967+00:00,[#743584](/app/tasks/743584),0,743590,0,2026-03-17T00:32:57.639811+00:00,0,743585,0,2026-03-17T00:32:57.447248+00:00,0,743588,0,2026-03-17T00:32:57.602379+00:00,0,743589,0,2026-03-17T00:32:57.623614+00:00,0,743587,0,2026-03-17T00:32:57.527415+00:00,0,743586,0,2026-03-17T00:32:57.502992+00:00
69237,2026-03-29,2026-03-30T00:00:00+00:00,QTA,Moorings,,[Sun Jay](/app/fleet/4069),0,743591,0,2026-03-17T00:33:00.203441+00:00,[#743591](/app/tasks/743591),0,743597,0,2026-03-17T00:33:00.523086+00:00,0,743592,0,2026-03-17T00:33:00.238009+00:00,0,743595,0,2026-03-17T00:33:00.431338+00:00,0,743596,0,2026-03-17T00:33:00.455491+00:00,0,743593,0,2026-03-17T00:33:00.323115+00:00,0,743594,0,2026-03-17T00:33:00.343845+00:00
69537,2026-03-29,2026-03-30T00:00:00+00:00,QTA,Sunsail,,[SUNNY DAYS](/app/fleet/3401),0,748092,0,2026-03-24T14:33:25.714030+00:00,[#748092](/app/tasks/748092),0,748098,0,2026-03-24T14:33:26.041362+00:00,0,748093,0,2026-03-24T14:33:25.750503+00:00,0,748096,0,2026-03-24T14:33:25.940234+00:00,0,748097,0,2026-03-24T14:33:26.018396+00:00,0,748095,0,2026-03-24T14:33:25.843296+00:00,0,748094,0,2026-03-24T14:33:25.820522+00:00
69240,2026-03-29,2026-03-30T00:00:00+00:00,QTA,Moorings,,[WHITE PEARL](/app/fleet/2519),0,743612,0,2026-03-17T00:33:10.222760+00:00,[#743612](/app/tasks/743612),0,743618,0,2026-03-17T00:33:10.461957+00:00,0,743613,0,2026-03-17T00:33:10.253018+00:00,0,743616,0,2026-03-17T00:33:10.425847+00:00,0,743617,0,2026-03-17T00:33:10.445423+00:00,0,743614,0,2026-03-17T00:33:10.333877+00:00,0,743615,0,2026-03-17T00:33:10.353096+00:00
69269,2026-03-29,2026-03-30T00:00:00+00:00,2,Moorings,,[ANANDA](/app/fleet/2484),0,744380,0,2026-03-19T00:32:03.015557+00:00,[#744380](/app/tasks/744380),0,744386,0,2026-03-19T00:32:03.310897+00:00,0,744381,0,2026-03-19T00:32:03.083837+00:00,0,744384,0,2026-03-19T00:32:03.212650+00:00,0,744385,0,2026-03-19T00:32:03.289754+00:00,0,744383,0,2026-03-19T00:32:03.120618+00:00,0,744382,0,2026-03-19T00:32:03.102607+00:00
69274,2026-03-29,2026-03-30T00:00:00+00:00,2,Moorings,,[LA JOIE DE VIVRE](/app/fleet/3774),0,744415,0,2026-03-19T00:32:43.990281+00:00,[#744415](/app/tasks/744415),0,744421,0,2026-03-19T00:32:44.304270+00:00,0,744416,0,2026-03-19T00:32:44.014162+00:00,0,744419,0,2026-03-19T00:32:44.209719+00:00,0,744420,0,2026-03-19T00:32:44.284745+00:00,0,744417,0,2026-03-19T00:32:44.093844+00:00,0,744418,0,2026-03-19T00:32:44.117559+00:00
69277,2026-03-29,2026-03-30T00:00:00+00:00,2,Moorings,,[SAILING EVY WHERE](/app/fleet/3337),0,744436,0,2026-03-19T00:33:04.912258+00:00,[#744436](/app/tasks/744436),0,744442,0,2026-03-19T00:33:05.189355+00:00,0,744437,0,2026-03-19T00:33:04.985907+00:00,0,744440,0,2026-03-19T00:33:05.112892+00:00,0,744441,0,2026-03-19T00:33:05.127535+00:00,0,744438,0,2026-03-19T00:33:05.015639+00:00,0,744439,0,2026-03-19T00:33:05.089402+00:00
69307,2026-03-29,2026-03-30T00:00:00+00:00,2,Moorings,,[Three Sisters](/app/fleet/4041),0,745614,0,2026-03-20T14:33:54.052407+00:00,[#745614](/app/tasks/745614),0,745620,0,2026-03-20T14:33:54.467503+00:00,0,745615,0,2026-03-20T14:33:54.122710+00:00,0,745618,0,2026-03-20T14:33:54.359652+00:00,0,745619,0,2026-03-20T14:33:54.421539+00:00,0,745616,0,2026-03-20T14:33:54.216620+00:00,0,745617,0,2026-03-20T14:33:54.261052+00:00
69298,2026-03-29,2026-03-30T00:00:00+00:00,3,Sunsail,,[GINTINI](/app/fleet/2498),0,744726,0,2026-03-20T00:32:41.471947+00:00,[#744726](/app/tasks/744726),0,744732,0,2026-03-20T00:32:41.717878+00:00,0,744727,0,2026-03-20T00:32:41.498018+00:00,0,744730,0,2026-03-20T00:32:41.675431+00:00,0,744731,0,2026-03-20T00:32:41.697270+00:00,0,744728,0,2026-03-20T00:32:41.575797+00:00,0,744729,0,2026-03-20T00:32:41.597535+00:00
69301,2026-03-29,2026-03-30T00:00:00+00:00,3,Moorings,,[NEVER SAY NEVER 2](/app/fleet/3645),0,744747,0,2026-03-20T00:33:07.319329+00:00,[#744747](/app/tasks/744747),0,744753,0,2026-03-20T00:33:07.685046+00:00,0,744748,0,2026-03-20T00:33:07.399320+00:00,0,744751,0,2026-03-20T00:33:07.593714+00:00,0,744752,0,2026-03-20T00:33:07.616370+00:00,0,744749,0,2026-03-20T00:33:07.478405+00:00,0,744750,0,2026-03-20T00:33:07.517655+00:00
69566,2026-03-29,2026-03-30T00:00:00+00:00,3,Moorings,,[SNOWDRIFT](/app/fleet/4213),0,748499,0,2026-03-25T21:33:17.208922+00:00,[#748499](/app/tasks/748499),0,748505,0,2026-03-25T21:33:17.555363+00:00,0,748500,0,2026-03-25T21:33:17.285489+00:00,0,748503,0,2026-03-25T21:33:17.484923+00:00,0,748504,0,2026-03-25T21:33:17.501527+00:00,0,748501,0,2026-03-25T21:33:17.350406+00:00,0,748502,0,2026-03-25T21:33:17.393467+00:00
69337,2026-03-29,2026-03-30T00:00:00+00:00,4,Moorings,,[LILYLOLANNI](/app/fleet/3351),0,745874,0,2026-03-21T00:32:30.113337+00:00,[#745874](/app/tasks/745874),0,745880,0,2026-03-21T00:32:30.336580+00:00,0,745875,0,2026-03-21T00:32:30.135874+00:00,0,745878,0,2026-03-21T00:32:30.305668+00:00,0,745879,0,2026-03-21T00:32:30.321070+00:00,0,745876,0,2026-03-21T00:32:30.209437+00:00,0,745877,0,2026-03-21T00:32:30.229598+00:00
69339,2026-03-29,2026-03-30T00:00:00+00:00,4,Moorings,,[NAUTI PALOMA](/app/fleet/3780),0,745888,0,2026-03-21T00:32:38.914966+00:00,[#745888](/app/tasks/745888),0,745894,0,2026-03-21T00:32:39.153170+00:00,0,745889,0,2026-03-21T00:32:38.944405+00:00,0,745892,0,2026-03-21T00:32:39.114523+00:00,0,745893,0,2026-03-21T00:32:39.133452+00:00,0,745890,0,2026-03-21T00:32:39.017254+00:00,0,745891,0,2026-03-21T00:32:39.049184+00:00
69347,2026-03-29,2026-03-30T00:00:00+00:00,4,Moorings,,[WAKA WAKA](/app/fleet/1814),0,745944,0,2026-03-21T00:33:08.057274+00:00,[#745944](/app/tasks/745944),0,745950,0,2026-03-21T00:33:08.342811+00:00,0,745945,0,2026-03-21T00:33:08.112681+00:00,0,745948,0,2026-03-21T00:33:08.247078+00:00,0,745949,0,2026-03-21T00:33:08.324023+00:00,0,745946,0,2026-03-21T00:33:08.144448+00:00,0,745947,0,2026-03-21T00:33:08.225469+00:00
69404,2026-03-29,2026-03-30T00:00:00+00:00,5,Moorings,,[Eggsquisite](/app/fleet/4212),0,746610,0,2026-03-22T00:34:01.095587+00:00,[#746610](/app/tasks/746610),0,746616,0,2026-03-22T00:34:01.443185+00:00,0,746611,0,2026-03-22T00:34:01.145493+00:00,0,746614,0,2026-03-22T00:34:01.350161+00:00,0,746615,0,2026-03-22T00:34:01.396557+00:00,0,746612,0,2026-03-22T00:34:01.234029+00:00,0,746613,0,2026-03-22T00:34:01.261423+00:00
69426,2026-03-29,2026-03-30T00:00:00+00:00,5,Moorings,,[SEARENITY](/app/fleet/3218),0,746764,0,2026-03-22T00:34:58.970857+00:00,[#746764](/app/tasks/746764),0,746770,0,2026-03-22T00:34:59.295281+00:00,0,746765,0,2026-03-22T00:34:59.034119+00:00,0,746768,0,2026-03-22T00:34:59.200985+00:00,0,746769,0,2026-03-22T00:34:59.244370+00:00,0,746766,0,2026-03-22T00:34:59.100916+00:00,0,746767,0,2026-03-22T00:34:59.143120+00:00
69522,2026-03-29,2026-03-30T00:00:00+00:00,7,Moorings,,[MOLTO GRATO](/app/fleet/2533),0,747786,0,2026-03-24T00:32:38.051838+00:00,[#747786](/app/tasks/747786),0,747792,0,2026-03-24T00:32:38.364030+00:00,0,747787,0,2026-03-24T00:32:38.115394+00:00,0,747790,0,2026-03-24T00:32:38.306152+00:00,0,747791,0,2026-03-24T00:32:38.326388+00:00,0,747788,0,2026-03-24T00:32:38.165106+00:00,0,747789,0,2026-03-24T00:32:38.252462+00:00
69252,2026-03-30,2026-03-31T00:00:00+00:00,QTA,Moorings,,[ANDIAMO](/app/fleet/3748),0,743837,0,2026-03-18T00:31:58.112893+00:00,[#743837](/app/tasks/743837),0,743843,0,2026-03-18T00:31:58.440125+00:00,0,743838,0,2026-03-18T00:31:58.155552+00:00,0,743841,0,2026-03-18T00:31:58.343730+00:00,0,743842,0,2026-03-18T00:31:58.363453+00:00,0,743840,0,2026-03-18T00:31:58.248037+00:00,0,743839,0,2026-03-18T00:31:58.213636+00:00
69253,2026-03-30,2026-03-31T00:00:00+00:00,QTA,Sunsail,,[Balboa Blue](/app/fleet/3750),0,743844,0,2026-03-18T00:32:02.035783+00:00,[#743844](/app/tasks/743844),0,743850,0,2026-03-18T00:32:02.360578+00:00,0,743845,0,2026-03-18T00:32:02.066694+00:00,0,743848,0,2026-03-18T00:32:02.267363+00:00,0,743849,0,2026-03-18T00:32:02.343072+00:00,0,743847,0,2026-03-18T00:32:02.164032+00:00,0,743846,0,2026-03-18T00:32:02.140186+00:00
69255,2026-03-30,2026-03-31T00:00:00+00:00,QTA,Moorings,,[BOATOX](/app/fleet/3416),0,743858,0,2026-03-18T00:32:06.739243+00:00,[#743858](/app/tasks/743858),0,743864,0,2026-03-18T00:32:07.062983+00:00,0,743859,0,2026-03-18T00:32:06.767769+00:00,0,743862,0,2026-03-18T00:32:06.967536+00:00,0,743863,0,2026-03-18T00:32:07.042248+00:00,0,743861,0,2026-03-18T00:32:06.866973+00:00,0,743860,0,2026-03-18T00:32:06.844369+00:00
69256,2026-03-30,2026-03-31T00:00:00+00:00,QTA,Moorings,,[MISTRAL](/app/fleet/3746),0,743865,0,2026-03-18T00:32:46.853718+00:00,[#743865](/app/tasks/743865),0,743871,0,2026-03-18T00:32:47.209859+00:00,0,743866,0,2026-03-18T00:32:46.917048+00:00,0,743869,0,2026-03-18T00:32:47.114867+00:00,0,743870,0,2026-03-18T00:32:47.145851+00:00,0,743868,0,2026-03-18T00:32:47.031723+00:00,0,743867,0,2026-03-18T00:32:46.954964+00:00
